work_year,experience_level,employment_type,job_title,salary,salary_currency,company_location,company_size
2023,Senior,Full-Time,Data Analyst,94000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,81900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,210000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,159090,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,118000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,94400,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Architect,90000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,190000,United States Dollar,Canada,Medium
2023,Mid,Full-Time,Data Scientist,125000,United States Dollar,Canada,Medium
2023,Entry,Full-Time,Data Engineer,130002,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Engineer,71908,United States Dollar,United States,Medium
2023,Mid,Full-Time,AI Scientist,121000,Australian Dollar,Australia,Large
2023,Entry,Full-Time,Compliance Data Analyst,60000,United States Dollar,United States,Large
2023,Senior,Full-Time,Machine Learning Scientist,200000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Scientist,170000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,160000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,255000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,116990,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,82920,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,121000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,78000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,159000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,105000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,155000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,102000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,374000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,197500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,240000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,187000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Applied Scientist,20000,United States Dollar,United States,Large
2023,Senior,Full-Time,Machine Learning Engineer,190000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,195000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,119000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,80000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,60000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Analyst,50000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Science Engineer,266450,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Engineer,177700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,245000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,185000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Operations Specialist,55720,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Operations Specialist,50700,United States Dollar,United States,Medium
2021,Mid,Part-Time,Business Data Analyst,56000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Engineer,200000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,196000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Architect,135000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Architect,115000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,302000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,189000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,65000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,55000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,220000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,170000,United States Dollar,United States,Medium
2023,Senior,Full-Time,BI Analyst,150000,United States Dollar,United States,Medium
2023,Senior,Full-Time,BI Analyst,93000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,190000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Engineer 2,200000,Polish Zloty,Poland,Large
2023,Senior,Full-Time,Machine Learning Engineer,216000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,184000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Science Consultant,100000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,128750,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,79350,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Manager,60000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Manager,55000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Analytics Engineer,174000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,134000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Engineer,155000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Engineer,125000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,194400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,132192,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,273400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,182200,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,165000,United States Dollar,Australia,Medium
2023,Mid,Full-Time,Data Analyst,142500,United States Dollar,Australia,Medium
2023,Senior,Full-Time,Data Scientist,213654,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Scientist,142436,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,124230,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,68637,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,204000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,161500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Decision Scientist,185900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Decision Scientist,129300,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,148750,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,95000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,287700,United States Dollar,United States,Large
2023,Senior,Full-Time,ML Engineer,148000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Scientist,227240,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,197600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,221000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,185000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,210000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,178500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,180000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,150000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,146100,United States Dollar,United Kingdom,Medium
2023,Mid,Full-Time,Analytics Engineer,112400,United States Dollar,United Kingdom,Medium
2023,Mid,Full-Time,Data Architect,70000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Architect,65000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,285000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,205000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Computer Vision Engineer,90000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,146000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,237400,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,158200,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,192000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,164000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,150000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,141000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,267000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,205000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,147100,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,90700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,72000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,55000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,141000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Cloud Data Engineer,144000,British Pound Sterling,United Kingdom,Large
2023,Senior,Full-Time,Data Scientist,240000,United States Dollar,United States,Small
2023,Senior,Full-Time,Data Scientist,142000,United States Dollar,United States,Small
2023,Mid,Contract,Machine Learning Engineer,180000,United States Dollar,United States,Small
2023,Mid,Contract,Machine Learning Engineer,105000,United States Dollar,United States,Small
2023,Entry,Full-Time,Data Analyst,80000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,268000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,180000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,144628,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,115702,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,144000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,106400,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Analyst,81800,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Analyst,93500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,208200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,151200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,270000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,220000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,194500,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,115500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,140000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Analyst,100000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Machine Learning Engineer,225000,United States Dollar,France,Medium
2023,Senior,Full-Time,Machine Learning Engineer,199000,United States Dollar,France,Medium
2023,Entry,Full-Time,Data Analyst,50000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,40000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,80000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Analyst,45000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Analytics Engineering Manager,325000,British Pound Sterling,United Kingdom,Large
2023,Executive,Full-Time,Data Scientist,1050000,Norwegian Krone,Norway,Small
2023,Entry,Full-Time,Data Engineer,38000,Euro,Spain,Large
2023,Senior,Full-Time,Machine Learning Engineer,155000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,65000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,280100,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,168100,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Scientist,120000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,149040,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,113900,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Scientist,165000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Scientist,145000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,274450,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,199600,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,83500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,52500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Business Intelligence Developer,140000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Business Intelligence Developer,76500,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Data Architect,306000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,204000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,136000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,104000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,81500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Research Scientist,280000,United States Dollar,United Kingdom,Large
2023,Senior,Full-Time,Data Scientist,800000,Norwegian Krone,Norway,Small
2023,Executive,Full-Time,Data Scientist,250000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Scientist,180000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,70000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,157000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,140700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,109600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,278000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,173000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,305000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,155000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Analyst,120000,United States Dollar,United Kingdom,Medium
2023,Entry,Full-Time,Data Scientist,24000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,165400,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,127300,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,259000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,138750,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,192000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,178000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,218000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,85000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Specialist,132000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Specialist,71500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,215050,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,113100,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,130000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,85000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,250000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,200000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,123000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,168400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,136505,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,100895,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,275300,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,183500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,168400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,105200,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Architect,240000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Manager,130000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Manager,120000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,93000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Analyst,177000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,190000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,237400,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Machine Learning Engineer,132870,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,105000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,317070,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,170730,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,170000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Engineer,125000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,158700,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,123906,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,166000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,128000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,75000,Euro,Spain,Medium
2023,Mid,Full-Time,Data Engineer,62000,Euro,Spain,Medium
2023,Executive,Full-Time,Data Engineer,333500,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,180500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,242921,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,170045,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,62000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Data Engineer,257400,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Engineer,210600,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Operations Specialist,65000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Operations Specialist,50000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,293000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Director of Data Science,260000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Director of Data Science,192000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Scientist,170000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Machine Learning Scientist,125000,United States Dollar,United States,Medium
2023,Entry,Full-Time,Business Intelligence Data Analyst,99000,United States Dollar,United States,Large
2023,Senior,Full-Time,Data Analyst,100000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,233000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,166000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,185100,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,127600,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,105000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Analyst,160000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Analyst,55000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,241000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,120000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,118000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,311000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,162540,United States Dollar,United States,Medium
2023,Mid,Full-Time,Insight Analyst,42000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Insight Analyst,35000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Data Scientist,258750,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Scientist,225000,United States Dollar,United States,Medium
2023,Executive,Full-Time,Data Scientist,145000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,190000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,165000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,153600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,106800,United States Dollar,United States,Medium
2023,Senior,Full-Time,ETL Developer,182850,United States Dollar,United States,Medium
2023,Senior,Full-Time,ETL Developer,113000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,95000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,85000,British Pound Sterling,United Kingdom,Medium
2023,Senior,Full-Time,Data Architect,75000,British Pound Sterling,United Kingdom,Medium
2023,Mid,Full-Time,Data Analyst,126000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,86400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,232760,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,169280,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,162500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,130000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,240350,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,174800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,154000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,116000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,153600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,107500,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Analyst,94100,United States Dollar,United Kingdom,Medium
2023,Mid,Full-Time,Data Analyst,72400,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,ML Engineer,178000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,152000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,233200,United States Dollar,United States,Medium
2023,Senior,Full-Time,NLP Engineer,210000,United States Dollar,United States,Medium
2023,Senior,Full-Time,NLP Engineer,160000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,145000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,206000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,146100,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Engineer,112400,United States Dollar,United Kingdom,Medium
2023,Mid,Full-Time,Data Specialist,110000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Specialist,70000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,150120,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,120096,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,253000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,168000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,178600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,142880,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,255000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,169000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,155000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Scientist,100000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,151410,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,144200,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Scientist,151410,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Scientist,115360,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,193170,United States Dollar,United States,Medium
2023,Mid,Full-Time,Analytics Engineer,116480,United States Dollar,United States,Medium
2023,Executive,Full-Time,Director of Data Science,200000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Director of Data Science,165000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Head of Data,110000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Head of Data,90000,British Pound Sterling,United Kingdom,Medium
2023,Executive,Full-Time,Head of Data,329500,United States Dollar,United States,Medium
2023,Executive,Full-Time,Head of Data,269600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,250500,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Architect,159500,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,115000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,198800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,105200,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,94035,United States Dollar,United States,Medium
2023,Entry,Full-Time,Data Analyst,57920,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,113600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,60000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,256000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Analyst,116000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Computer Vision Engineer,245000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Computer Vision Engineer,210000,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Machine Learning Engineer,283200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,188800,United States Dollar,United States,Medium
2023,Mid,Freelance,Business Data Analyst,36000,United States Dollar,Ghana,Small
2023,Mid,Full-Time,NLP Engineer,2700000,Indian Rupee,India,Medium
2023,Senior,Full-Time,Research Scientist,205640,United States Dollar,United States,Medium
2023,Senior,Full-Time,Research Scientist,142600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,193200,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,156400,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,196000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Machine Learning Engineer,121000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Engineer,72000,United States Dollar,Argentina,Medium
2023,Senior,Full-Time,Data Engineer,48000,United States Dollar,Argentina,Medium
2023,Senior,Full-Time,Data Engineer,132300,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,244000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Data Scientist,197000,United States Dollar,Canada,Medium
2023,Senior,Full-Time,Data Science Manager,328000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Science Manager,211000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,237000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,201450,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,229000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,206000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,231000,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,183750,United States Dollar,United States,Medium
2023,Senior,Full-Time,ML Engineer,165400,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,175000,United States Dollar,United States,Medium
2023,Mid,Full-Time,Data Engineer,125000,United States Dollar,United States,Medium
2023,Senior,Full-Time,Analytics Engineer,152900,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Analytics Engineer,117700,United States Dollar,United Kingdom,Medium
2023,Senior,Full-Time,Data Scientist,285800,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Scientist,154600,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Operations Engineer,289120,United States Dollar,United States,Medium
2023,Senior,Full-Time,Data Operations Engineer,192400,United States Dollar,United States,Medium
2023,Mid,Full-Time,Staff Data Analyst,179998,United States Dollar,Saudi Arabia,Small
